company,industry,title,street,city,state,postal,latitude,longitude,description,salary
BlogXS,Engineering,Graphic Designer,4031 Everett Plaza,New York City,NY,10170,40.7526,-73.9755,Decentralized reciprocal local area network,$163049.89
Browsetype,Engineering,Office Assistant IV,9307 Cascade Road,Pasadena,CA,91186,33.7866,-118.2987,Assimilated actuating infrastructure,$169986.17
Rhynoodle,Product Management,Chief Design Engineer,6685 Southridge Parkway,Orlando,FL,32868,28.5663,-81.2608,Universal regional functionalities,$85784.08
Reallinks,Training,Senior Financial Analyst,035 Fairview Lane,Clearwater,FL,34629,27.9654,-82.8001,Fundamental intangible paradigm,$101977.73
Wordtune,Training,Professor,73 Stoughton Circle,Akron,OH,44315,41.028,-81.4632,Diverse 6th generation strategy,$127097.64
Brainlounge,Engineering,Systems Administrator III,84 Lakewood Hill,Houston,TX,77212,29.834,-95.4342,Re-contextualized fault-tolerant budgetary management,$102116.61
Gigabox,Sales,Community Outreach Specialist,9 Mallory Hill,Oklahoma City,OK,73114,35.5704,-97.5257,User-friendly even-keeled conglomeration,$158419.39
Centimia,Accounting,Media Manager III,82 Fordem Plaza,Annapolis,MD,21405,39.0305,-76.5515,Managed high-level website,$69371.28
Feednation,Training,VP Marketing,573 Dorton Court,Los Angeles,CA,90035,34.0531,-118.3806,Persistent 4th generation hub,$134353.21
Jaxbean,Legal,Business Systems Development Analyst,5930 Morrow Street,Tacoma,WA,98405,47.2484,-122.4644,Enhanced logistical initiative,$148318.86
Katz,Services,Food Chemist,89313 Fordem Pass,Lynchburg,VA,24515,37.4009,-79.1785,Horizontal zero tolerance capacity,$67822.87
Jaxbean,Training,Recruiter,59508 Fuller Parkway,Des Moines,IA,50393,41.6727,-93.5722,Open-source scalable groupware,$99519.04
Jabbertype,Marketing,Recruiter,700 Anniversary Crossing,Pocatello,ID,83206,42.6395,-112.3138,Multi-channelled fault-tolerant support,$99059.43
Eire,Research and Development,Office Assistant II,9609 Express Alley,Columbia,SC,29208,33.9937,-81.0199,Organic didactic architecture,$126005.27
Pixope,Accounting,Marketing Assistant,2293 Portage Parkway,Topeka,KS,66606,39.0583,-95.7095,Organized scalable benchmark,$50071.44
Quaxo,Product Management,Account Representative II,7 Twin Pines Park,Houston,TX,77245,29.834,-95.4342,Total heuristic concept,$123151.84
Shuffletag,Services,Desktop Support Technician,2 Chive Terrace,College Station,TX,77844,30.6521,-96.341,Organized actuating collaboration,$180230.31
Meejo,Training,Assistant Professor,178 Tennessee Point,Cincinnati,OH,45243,39.1848,-84.3448,Configurable 3rd generation synergy,$139091.48
Yamia,Services,VP Marketing,045 Emmet Trail,Oakland,CA,94616,37.8044,-122.2698,Function-based fresh-thinking model,$58281.26
Realpoint,Services,Marketing Manager,0 Trailsway Plaza,Dallas,TX,75372,32.7673,-96.7776,Switchable demand-driven collaboration,$117717.62
Blogtags,Legal,Analyst Programmer,5 Comanche Road,Washington,DC,20073,38.897,-77.0251,Diverse hybrid definition,$157967.86
Gigaclub,Services,Teacher,11018 Ruskin Street,Albany,NY,12242,42.6149,-73.9708,Front-line high-level framework,$44982.74
Lazzy,Support,Electrical Engineer,91540 Kipling Circle,Jackson,MS,39210,32.3218,-90.1771,Compatible cohesive circuit,$130035.59
Demizz,Support,Administrative Officer,2 Mockingbird Junction,Reading,PA,19605,40.3886,-75.9328,Ameliorated national projection,$156555.76
Digitube,Training,Computer Systems Analyst II,8 Messerschmidt Drive,Springfield,IL,62794,39.7495,-89.606,Assimilated coherent moderator,$152938.57
Gabcube,Marketing,GIS Technical Architect,32 Glacier Hill Hill,Minneapolis,MN,55448,45.1907,-93.3021,Synergized mobile productivity,$77147.05
Jabberstorm,Marketing,Office Assistant II,228 Donald Crossing,Corona,CA,92878,33.7529,-116.0556,Fully-configurable zero defect framework,$155888.62
Divavu,Human Resources,Health Coach I,301 Center Hill,Tulsa,OK,74126,36.2383,-95.9931,Managed modular process improvement,$160086.16
Realcube,Support,Analog Circuit Design manager,24109 Elmside Terrace,Boynton Beach,FL,33436,26.5354,-80.1124,Future-proofed 3rd generation info-mediaries,$198766.23
Tagpad,Business Development,Accountant III,51 Center Terrace,Albany,NY,12262,42.6149,-73.9708,Horizontal didactic structure,$170926.60
Linkbuzz,Marketing,Senior Developer,6 Roxbury Drive,Birmingham,AL,35231,33.5446,-86.9292,Customizable secondary help-desk,$119312.78
Zoomzone,Training,Marketing Manager,9 8th Pass,Boston,MA,02124,42.2868,-71.071,Automated secondary functionalities,$62175.25
Meezzy,Sales,Developer III,22 Kropf Avenue,Houston,TX,77228,29.834,-95.4342,Open-architected well-modulated process improvement,$98105.74
Pixonyx,Research and Development,Health Coach II,909 Forster Parkway,San Antonio,TX,78210,29.3977,-98.4658,Adaptive logistical budgetary management,$133256.38
Digitube,Services,Environmental Specialist,04868 Shelley Street,Fairbanks,AK,99790,64.8561,-146.276,Re-contextualized bifurcated moderator,$105630.34
Riffwire,Services,Media Manager IV,13922 Porter Park,Moreno Valley,CA,92555,33.9377,-117.1851,Focused needs-based collaboration,$87698.82
Tambee,Training,Developer I,29 Grim Court,Sacramento,CA,94297,38.3774,-121.4444,Centralized global leverage,$127543.12
Skibox,Accounting,Assistant Professor,69925 Daystar Drive,Portland,OR,97286,45.5806,-122.3748,Customer-focused multimedia algorithm,$56107.03
Yambee,Legal,Health Coach I,3 Fremont Crossing,Fort Wayne,IN,46825,41.1465,-85.1232,Down-sized object-oriented support,$147829.15
Nlounge,Human Resources,Financial Advisor,954 Nelson Junction,Austin,TX,78732,30.3752,-97.9007,Self-enabling real-time info-mediaries,$82228.01
Topicware,Support,Graphic Designer,94823 Dennis Terrace,Atlanta,GA,31196,33.8444,-84.474,Grass-roots 3rd generation moderator,$84336.49
Twitternation,Services,Developer I,7 Express Junction,Cleveland,OH,44185,41.6857,-81.6728,Synergistic fault-tolerant parallelism,$72600.66
Livefish,Support,Legal Assistant,3703 Prentice Crossing,Washington,DC,20430,38.9164,-76.9948,Exclusive explicit matrices,$56306.05
Latz,Legal,Desktop Support Technician,69818 Declaration Trail,Philadelphia,PA,19104,39.9597,-75.2024,Synergistic 5th generation Graphic Interface,$102483.35
Trunyx,Accounting,General Manager,74 Mariners Cove Crossing,Louisville,KY,40210,38.2306,-85.7905,Triple-buffered regional productivity,$41365.32
Youtags,Engineering,Geologist III,365 Lakeland Road,Abilene,TX,79699,32.4665,-99.7117,Virtual dynamic array,$160561.54
Blogtag,Research and Development,Pharmacist,3178 Pawling Way,Minneapolis,MN,55423,44.8756,-93.2553,Upgradable radical complexity,$115819.84
Rhybox,Legal,Recruiting Manager,5 Park Meadow Street,New Orleans,LA,70124,30.0071,-90.1094,Configurable zero administration approach,$109316.79
Browsedrive,Legal,Nuclear Power Engineer,3 Corben Park,Cleveland,OH,44111,41.4571,-81.7844,Extended impactful website,$141078.12
Yacero,Business Development,Compensation Analyst,982 Kings Terrace,Fort Worth,TX,76121,32.7714,-97.2915,De-engineered full-range framework,$134347.64
Tavu,Training,Environmental Tech,38 Gateway Court,El Paso,TX,88541,31.6948,-106.3,Customizable logistical archive,$187630.43
Miboo,Research and Development,Senior Financial Analyst,763 Melby Park,Pensacola,FL,32511,30.4061,-87.2917,Inverse motivating function,$183319.66
Devshare,Services,Quality Control Specialist,6042 North Road,Lexington,KY,40581,38.0283,-84.4715,User-friendly web-enabled open architecture,$72441.20
Thoughtworks,Human Resources,Statistician IV,0 Russell Hill,Miami,FL,33169,25.9441,-80.2144,Programmable tertiary migration,$179519.04
Chatterbridge,Engineering,Chief Design Engineer,6 Di Loreto Avenue,Mansfield,OH,44905,40.7779,-82.4613,Switchable 5th generation throughput,$50931.60
Katz,Accounting,Help Desk Operator,373 Darwin Plaza,Chandler,AZ,85246,33.2765,-112.1872,Reverse-engineered intermediate info-mediaries,$180183.69
Skyvu,Training,Chemical Engineer,7 Ohio Center,Manassas,VA,22111,38.7202,-77.4391,Public-key 24 hour encoding,$114830.37
Demizz,Business Development,Accountant II,2173 Cordelia Lane,Phoenix,AZ,85030,33.2765,-112.1872,Grass-roots zero defect data-warehouse,$74651.36
Plajo,Marketing,Staff Scientist,109 Jenifer Way,Trenton,NJ,08608,40.2204,-74.7622,Expanded client-server attitude,$140646.54
Fanoodle,Training,VP Marketing,5 Park Meadow Terrace,Sacramento,CA,94250,38.3774,-121.4444,Universal multi-state methodology,$61867.01
Geba,Training,Software Consultant,50962 Swallow Street,Dallas,TX,75277,32.7673,-96.7776,Seamless mobile system engine,$179045.13
Skinix,Legal,Financial Advisor,0843 Summer Ridge Circle,Santa Ana,CA,92705,33.754,-117.7919,Upgradable tertiary secured line,$43653.82
Dablist,Business Development,Account Representative I,36 Lakewood Gardens Circle,Columbus,OH,43204,39.9523,-83.078,Distributed neutral monitoring,$123310.42
Youtags,Training,Operator,804 Eliot Avenue,Littleton,CO,80161,39.7388,-104.4083,Stand-alone mobile customer loyalty,$178457.41
Skidoo,Engineering,Technical Writer,55834 Beilfuss Hill,San Antonio,TX,78296,29.4375,-98.4616,Reduced empowering alliance,$165644.38
Browsetype,Training,Speech Pathologist,10 Pierstorff Way,Garland,TX,75049,32.7673,-96.7776,Persevering multi-state artificial intelligence,$73773.34
Youspan,Training,Recruiting Manager,214 Duke Center,Erie,PA,16550,42.1827,-80.0649,Networked client-server synergy,$190106.46
Jabbersphere,Marketing,Business Systems Development Analyst,527 North Pass,Galveston,TX,77554,29.2243,-94.9637,Cross-platform multi-tasking application,$122996.14
Rhynyx,Human Resources,Statistician III,2 Dexter Court,Louisville,KY,40225,38.189,-85.6768,Mandatory multi-state monitoring,$176076.78
Quinu,Engineering,Operator,84 Utah Park,San Jose,CA,95194,37.3894,-121.8868,Up-sized regional structure,$123440.17
Meetz,Support,Mechanical Systems Engineer,23180 Corben Terrace,New Haven,CT,06505,41.3057,-72.7799,Upgradable tangible function,$149959.26
Thoughtmix,Sales,Executive Secretary,167 Anniversary Avenue,Roanoke,VA,24040,37.2742,-79.9579,Innovative fresh-thinking Graphic Interface,$106893.27
Wikibox,Accounting,Account Coordinator,3 Sutteridge Hill,Omaha,NE,68105,41.2435,-95.9629,Ameliorated non-volatile paradigm,$164682.24
Centizu,Services,Structural Engineer,5 Morning Parkway,Dallas,TX,75358,32.7942,-96.7652,Streamlined even-keeled time-frame,$192166.03
Twimm,Human Resources,Technical Writer,73199 Eliot Circle,El Paso,TX,88525,31.6948,-106.3,Reduced real-time Graphic Interface,$113311.21
Thoughtbridge,Accounting,Programmer Analyst III,5570 Rowland Hill,Syracuse,NY,13251,43.0214,-76.1977,Synergistic needs-based protocol,$154734.27
BlogXS,Legal,Biostatistician I,202 Pond Plaza,Norfolk,VA,23551,36.9312,-76.2397,Ameliorated national process improvement,$148729.70
Browsetype,Training,Research Associate,87 Dahle Pass,Duluth,MN,55811,46.8147,-92.1998,Synergistic 24/7 neural-net,$162503.90
Skynoodle,Support,Business Systems Development Analyst,70 Forster Center,Las Vegas,NV,89166,36.3265,-115.3398,Digitized attitude-oriented strategy,$178257.14
Ailane,Human Resources,Accounting Assistant III,2664 Summit Avenue,Birmingham,AL,35231,33.5446,-86.9292,Synergistic systematic firmware,$152471.64
Shuffledrive,Research and Development,Senior Developer,410 Mariners Cove Pass,Buffalo,NY,14276,42.7684,-78.8871,Monitored asynchronous support,$191012.97
Voonix,Sales,Project Manager,17501 Brentwood Center,Dallas,TX,75251,32.9189,-96.7751,Reverse-engineered upward-trending matrices,$104637.47
Dabtype,Sales,Payment Adjustment Coordinator,119 Carberry Avenue,Kansas City,MO,64142,39.035,-94.3567,Operative reciprocal access,$180227.36
Gigashots,Legal,Human Resources Manager,5067 Brickson Park Point,Toledo,OH,43666,41.6782,-83.4972,Fundamental bandwidth-monitored toolset,$58958.14
Leenti,Services,Internal Auditor,763 Autumn Leaf Pass,Austin,TX,78789,30.3264,-97.7713,Cloned zero administration analyzer,$55172.51
Fivespan,Sales,Geologist I,0274 Shoshone Point,Buffalo,NY,14233,42.7684,-78.8871,Seamless web-enabled secured line,$114634.05
Jabbertype,Engineering,Software Test Engineer I,82 Bellgrove Parkway,Metairie,LA,70033,29.6779,-90.0901,Integrated impactful initiative,$123835.57
Avamba,Research and Development,Social Worker,3 Hollow Ridge Crossing,Wilmington,DE,19897,39.5645,-75.597,Cross-group user-facing firmware,$147459.54
Zoomdog,Training,Nurse Practicioner,4812 Lindbergh Court,Tacoma,WA,98417,47.2061,-122.4822,Universal real-time pricing structure,$167907.67
Oyondu,Support,Associate Professor,43 Northport Way,Lincoln,NE,68531,40.9008,-96.7201,Front-line multi-state capacity,$123432.95
Kwideo,Accounting,Structural Analysis Engineer,4544 Hansons Circle,Tampa,FL,33673,27.872,-82.4388,Monitored multi-tasking middleware,$49525.57
Izio,Legal,Internal Auditor,4 Barby Hill,Indianapolis,IN,46247,39.7795,-86.1328,Compatible real-time extranet,$99155.76
Aivee,Training,Recruiter,93312 Evergreen Trail,Naples,FL,34102,26.134,-81.7953,Total context-sensitive application,$106603.81
Jaxworks,Research and Development,Dental Hygienist,2920 Lakeland Center,Tulsa,OK,74108,36.1499,-95.7923,Vision-oriented asynchronous focus group,$181933.70
Wikizz,Legal,Pharmacist,949 Esker Park,Phoenix,AZ,85062,33.2765,-112.1872,Multi-tiered asynchronous workforce,$172886.86
Brainbox,Marketing,Administrative Officer,5 Petterle Crossing,Memphis,TN,38168,35.2017,-89.9715,Vision-oriented composite portal,$63221.31
Kazu,Accounting,Registered Nurse,82212 Crowley Center,South Lake Tahoe,CA,96154,38.8753,-120.0188,Inverse real-time database,$151753.97
Kwimbee,Marketing,Internal Auditor,08 Shopko Court,Oklahoma City,OK,73124,35.5514,-97.4075,Persevering national methodology,$136381.33
Topicshots,Engineering,Chemical Engineer,3999 Barnett Crossing,Saint Paul,MN,55114,44.968,-93.1981,Stand-alone coherent monitoring,$103931.89
Bubblebox,Engineering,Payment Adjustment Coordinator,66 Upham Center,Warren,OH,44485,41.2405,-80.8441,Vision-oriented foreground productivity,$56711.92
Topicshots,Business Development,Programmer Analyst IV,21 Heffernan Plaza,Fresno,CA,93778,36.7464,-119.6397,Advanced bottom-line customer loyalty,$54773.74
Blognation,Legal,Physical Therapy Assistant,62 Mosinee Crossing,Washington,DC,20414,38.884,-77.0221,Self-enabling asynchronous focus group,$141932.38
Gabtype,Sales,Biostatistician II,2446 Maryland Parkway,Chicago,IL,60663,41.8119,-87.6873,Ameliorated logistical access,$78066.29
Digitube,Legal,Assistant Professor,2 Elmside Terrace,Colorado Springs,CO,80905,38.8377,-104.837,Optional full-range strategy,$102972.45
Voonyx,Training,General Manager,6758 Park Meadow Terrace,Tucson,AZ,85705,32.2691,-110.9845,Automated empowering concept,$71947.95
Mudo,Training,Food Chemist,0694 Talmadge Drive,Des Moines,IA,50369,41.6727,-93.5722,Object-based fresh-thinking utilisation,$192831.92
Skipstorm,Human Resources,Staff Scientist,2 Donald Center,Memphis,TN,38131,35.0664,-89.9921,Reduced didactic customer loyalty,$184987.96
Mudo,Sales,Librarian,22567 Emmet Drive,Texarkana,TX,75507,33.3934,-94.3404,Re-engineered value-added orchestration,$158168.36
Jabberstorm,Accounting,Electrical Engineer,784 Springs Alley,Waterbury,CT,06705,41.5503,-72.9963,Centralized optimal hub,$49097.01
Divape,Legal,Tax Accountant,3 Scoville Court,Las Vegas,NV,89140,36.086,-115.1471,Customer-focused mobile structure,$155178.42
Brainlounge,Marketing,Speech Pathologist,969 School Pass,Decatur,IL,62525,39.854,-88.9815,Mandatory full-range paradigm,$179625.11
Linktype,Marketing,Technical Writer,42 Forest Drive,Los Angeles,CA,90060,33.7866,-118.2987,Operative asynchronous synergy,$85336.39
Tazz,Legal,Nurse Practicioner,4 Mayfield Drive,Palm Bay,FL,32909,27.9694,-80.6473,Open-source mission-critical system engine,$43586.02
Zoombeat,Human Resources,Systems Administrator I,4 Washington Parkway,Houston,TX,77015,29.7853,-95.1852,Universal tangible emulation,$68060.82
Buzzbean,Sales,Clinical Specialist,15 Eliot Trail,Falls Church,VA,22047,38.8318,-77.2888,Networked 3rd generation circuit,$152809.71
Quatz,Research and Development,Compensation Analyst,0482 Upham Alley,Saint Louis,MO,63180,38.6531,-90.2435,Reverse-engineered web-enabled task-force,$111667.28
Wikido,Services,VP Sales,476 Dunning Drive,Irvine,CA,92717,33.6462,-117.8398,Front-line motivating synergy,$159576.21
Babbleset,Accounting,Librarian,80 Reinke Court,Richmond,VA,23213,37.5593,-77.4471,Down-sized object-oriented adapter,$167438.06
Lazz,Services,Financial Analyst,0411 Old Shore Lane,Alhambra,CA,91841,33.7866,-118.2987,Ergonomic secondary flexibility,$87278.45
Dynava,Legal,General Manager,9175 Rutledge Park,Jackson,MS,39236,32.3113,-90.3972,Streamlined 24/7 matrix,$160801.41
Shuffledrive,Legal,VP Marketing,54339 American Place,London,KY,40745,37.1376,-84.1156,Programmable full-range contingency,$98424.23
Blogpad,Sales,Registered Nurse,1537 Thackeray Street,Charlottesville,VA,22908,38.0401,-78.4851,Profound bandwidth-monitored extranet,$92624.69
Cogidoo,Product Management,Paralegal,279 Lukken Point,Los Angeles,CA,90065,34.1073,-118.2266,Enhanced non-volatile conglomeration,$164859.69
Gigabox,Product Management,Geologist III,0 Doe Crossing Place,Springfield,MO,65810,37.1136,-93.2896,Synchronised next generation middleware,$72920.16
Divavu,Engineering,Sales Associate,599 Ryan Junction,Jackson,MS,39204,32.2832,-90.2306,Inverse bandwidth-monitored forecast,$111168.81
DabZ,Engineering,VP Product Management,4216 Spaight Alley,Conroe,TX,77305,30.2906,-95.3832,Up-sized regional functionalities,$189969.13
Voonix,Human Resources,Budget/Accounting Analyst I,14 Sloan Circle,Anaheim,CA,92825,33.8356,-117.9132,Multi-channelled actuating circuit,$47992.45
Buzzshare,Research and Development,Help Desk Technician,34393 Cordelia Court,Los Angeles,CA,90101,33.7866,-118.2987,Innovative cohesive standardization,$106108.00
Zoovu,Engineering,VP Sales,0 Chinook Junction,Dallas,TX,75372,32.7673,-96.7776,Persistent dynamic matrix,$49749.24
Dazzlesphere,Business Development,Financial Advisor,956 Upham Way,Brooklyn,NY,11215,40.6669,-73.9828,Diverse tertiary pricing structure,$141172.18
Minyx,Legal,Research Nurse,6808 North Plaza,Jamaica,NY,11499,40.6514,-73.8708,Profound responsive help-desk,$102267.49
Wordtune,Legal,Senior Cost Accountant,3 Schmedeman Terrace,El Paso,TX,88519,31.6948,-106.3,Universal background database,$157109.18
Shufflebeat,Training,Internal Auditor,91309 Maywood Pass,Lancaster,PA,17622,40.0418,-76.3012,Implemented zero tolerance middleware,$186301.10
Agivu,Accounting,Mechanical Systems Engineer,15 Corscot Street,Saint Petersburg,FL,33742,27.8918,-82.7248,Organic zero defect instruction set,$165728.54
Feedbug,Marketing,GIS Technical Architect,78 Hoffman Street,Akron,OH,44329,41.0655,-81.5203,Versatile content-based array,$114873.38
Meedoo,Human Resources,Business Systems Development Analyst,4333 Hayes Terrace,Tulsa,OK,74141,36.1398,-96.0297,Cross-group homogeneous approach,$178174.23
Yakidoo,Accounting,Statistician III,6094 Mccormick Junction,Los Angeles,CA,90087,33.7866,-118.2987,Face to face solution-oriented hardware,$74577.44
Quire,Training,Media Manager I,800 Fisk Terrace,San Francisco,CA,94142,37.7848,-122.7278,Polarised global definition,$194170.11
Zoovu,Legal,Director of Sales,16301 Morningstar Court,Shreveport,LA,71161,32.6076,-93.7526,Compatible tangible projection,$56547.42
Voomm,Accounting,VP Marketing,3546 Hollow Ridge Street,New York City,NY,10270,40.7069,-74.0082,User-friendly solution-oriented forecast,$95169.78
Eayo,Legal,Mechanical Systems Engineer,9 Nevada Road,Fullerton,CA,92640,33.7862,-117.9309,Customizable intangible knowledge user,$80708.37
Voolia,Legal,Environmental Tech,15 Elka Circle,Sacramento,CA,95823,38.4797,-121.4438,Phased multi-tasking circuit,$80013.76
Browsezoom,Research and Development,Budget/Accounting Analyst I,17 Esch Circle,San Diego,CA,92165,33.0169,-116.846,User-centric fresh-thinking strategy,$42568.66
Gigazoom,Research and Development,Librarian,34 Red Cloud Alley,Hartford,CT,06120,41.786,-72.6758,Diverse grid-enabled knowledge base,$183638.01
Kwinu,Product Management,Environmental Specialist,0 Holy Cross Terrace,Wichita,KS,67210,37.6379,-97.2613,Operative 5th generation protocol,$88043.50
Linklinks,Services,Civil Engineer,798 Laurel Parkway,Conroe,TX,77305,30.2906,-95.3832,Object-based actuating flexibility,$67292.28
Jatri,Engineering,Graphic Designer,81 Randy Court,Fresno,CA,93773,36.7464,-119.6397,Streamlined static leverage,$46955.11
Yodoo,Marketing,VP Marketing,410 Oak Valley Circle,Biloxi,MS,39534,30.4067,-88.9211,Pre-emptive actuating encoding,$62430.33
Kwinu,Services,Financial Analyst,50 Hovde Trail,Salt Lake City,UT,84152,40.7286,-111.6627,Proactive discrete access,$141207.43
Feednation,Research and Development,Recruiting Manager,7536 Straubel Parkway,San Antonio,TX,78230,29.5407,-98.5521,Operative bottom-line concept,$61095.02
Plambee,Human Resources,Administrative Assistant II,7 Russell Hill,Springfield,MO,65898,37.1803,-93.2951,Optimized composite matrices,$170398.47
Dazzlesphere,Legal,Associate Professor,9225 School Crossing,El Paso,TX,88589,31.6948,-106.3,Object-based neutral protocol,$70533.57
Wordware,Research and Development,Social Worker,47 2nd Point,San Bernardino,CA,92415,34.84,-115.9671,Progressive needs-based strategy,$73471.14
Skaboo,Services,Marketing Assistant,47529 Lerdahl Park,Minneapolis,MN,55417,44.9054,-93.2361,Virtual upward-trending functionalities,$100719.79
Kwimbee,Training,Product Engineer,3886 Garrison Terrace,Honolulu,HI,96820,21.351,-157.8795,Multi-channelled actuating projection,$68161.05
Bubblemix,Engineering,Media Manager I,14 Sullivan Way,Kansas City,MO,64190,39.3432,-94.8516,Inverse homogeneous parallelism,$59594.42
Lazz,Sales,Cost Accountant,94328 Stephen Park,Charleston,WV,25305,38.3358,-81.6123,Implemented background extranet,$83149.38
Feedspan,Legal,Senior Quality Engineer,39 Maryland Hill,Greensboro,NC,27404,36.0807,-80.0244,Intuitive responsive workforce,$167560.63
Edgetag,Services,Recruiter,75318 Toban Avenue,Pompano Beach,FL,33075,26.1457,-80.4483,Adaptive directional database,$153051.91
Buzzshare,Accounting,Cost Accountant,64306 Kennedy Lane,Washington,DC,20051,38.8933,-77.0146,Sharable fresh-thinking core,$143901.68
Meevee,Marketing,Senior Financial Analyst,6 Ronald Regan Center,Midland,TX,79705,32.0295,-102.0915,Ameliorated 3rd generation attitude,$69714.09
Aivee,Support,Legal Assistant,968 Summit Parkway,Houston,TX,77266,29.834,-95.4342,Triple-buffered coherent forecast,$141190.93
Oyonder,Business Development,Junior Executive,9385 Kensington Lane,Charlotte,NC,28242,35.26,-80.8042,Vision-oriented impactful installation,$67425.79
Brainverse,Sales,Engineer III,08307 East Center,Tampa,FL,33610,27.9951,-82.4046,Up-sized optimizing instruction set,$114044.18
Skinder,Human Resources,Physical Therapy Assistant,1523 Blackbird Plaza,Canton,OH,44710,40.7911,-81.4169,Horizontal grid-enabled customer loyalty,$56680.72
Flashspan,Sales,General Manager,949 Lake View Hill,Fort Worth,TX,76178,32.7714,-97.2915,Triple-buffered dynamic info-mediaries,$143016.45
Ozu,Engineering,Executive Secretary,79637 Fair Oaks Crossing,Fort Wayne,IN,46862,41.0938,-85.0707,Synergistic system-worthy workforce,$183919.18
Tagopia,Accounting,Teacher,37702 Kim Way,Littleton,CO,80161,39.7388,-104.4083,Optimized fresh-thinking portal,$154531.63
Layo,Marketing,Nurse,852 Larry Alley,Richmond,VA,23220,37.5498,-77.4588,Right-sized zero defect portal,$184989.56
Vinte,Sales,Occupational Therapist,30 Tony Hill,Rochester,NY,14614,43.1558,-77.6142,Intuitive contextually-based forecast,$188555.67
Pixonyx,Product Management,Software Consultant,85915 Sachs Trail,Baton Rouge,LA,70810,30.3633,-91.0919,Monitored local software,$151348.67
Wikizz,Human Resources,Systems Administrator II,33292 Katie Street,Southfield,MI,48076,42.4981,-83.2058,Enterprise-wide grid-enabled website,$63615.88
Twiyo,Legal,Structural Engineer,292 Boyd Place,Danbury,CT,06816,41.3089,-73.3637,Open-source holistic intranet,$73912.54
Roomm,Support,Nurse,86 Ramsey Trail,West Palm Beach,FL,33421,26.6459,-80.4303,Digitized 5th generation help-desk,$69072.91
Tambee,Accounting,Internal Auditor,1 Dwight Park,Cape Coral,FL,33915,26.6599,-81.8934,Total real-time protocol,$178204.37
Kwinu,Human Resources,Programmer III,83355 Dahle Drive,Worcester,MA,01610,42.2492,-71.8108,Phased leading edge policy,$175892.50
Yacero,Legal,Accounting Assistant I,7 Packers Parkway,Pasadena,CA,91131,33.7866,-118.2987,Organized systematic circuit,$111393.65
Linkbuzz,Engineering,Software Test Engineer I,59 Reinke Drive,Sacramento,CA,94263,38.3774,-121.4444,Quality-focused attitude-oriented product,$134723.09
Quamba,Support,Senior Cost Accountant,5314 Delaware Parkway,Dallas,TX,75251,32.9189,-96.7751,Customizable empowering customer loyalty,$51703.95
Eazzy,Business Development,Marketing Assistant,5218 Shelley Circle,Colorado Springs,CO,80995,38.8247,-104.562,Persistent composite support,$149656.38
Ooba,Sales,Help Desk Technician,65516 Schlimgen Crossing,Biloxi,MS,39534,30.4067,-88.9211,Synchronised explicit array,$134985.79
Realfire,Support,Geological Engineer,6383 Mosinee Plaza,Newark,NJ,07195,40.7918,-74.2452,Reactive hybrid superstructure,$173340.55
Tagfeed,Product Management,Graphic Designer,73 Milwaukee Circle,Lancaster,PA,17622,40.0418,-76.3012,Object-based interactive support,$169559.33
Quire,Accounting,Information Systems Manager,120 Helena Junction,Wichita,KS,67230,37.6808,-97.1558,Quality-focused 5th generation contingency,$67102.71
Youspan,Business Development,Financial Analyst,251 Sunbrook Road,Chattanooga,TN,37416,35.0942,-85.1757,Operative systematic archive,$82097.40
Zoozzy,Services,Librarian,8755 Sheridan Court,Fort Wayne,IN,46857,41.0938,-85.0707,Persistent well-modulated instruction set,$78017.28
Bubblebox,Research and Development,Programmer II,785 Stuart Crossing,Decatur,IL,62525,39.854,-88.9815,Intuitive homogeneous structure,$72028.29
Jaxspan,Services,Editor,4 Portage Point,San Antonio,TX,78240,29.5189,-98.6006,Cross-platform tangible Graphic Interface,$81855.62
Twinte,Research and Development,Nurse Practicioner,9 Lillian Trail,New York City,NY,10292,40.7808,-73.9772,Re-engineered heuristic strategy,$172645.71
Miboo,Accounting,Project Manager,330 Spohn Terrace,Hicksville,NY,11854,40.7548,-73.6018,Organized multi-state array,$127146.14
Browsebug,Research and Development,Graphic Designer,207 Transport Way,Lubbock,TX,79410,33.5693,-101.8904,Customer-focused discrete collaboration,$119627.89
Roombo,Accounting,Junior Executive,4027 Service Junction,Winston Salem,NC,27105,36.144,-80.2376,Multi-channelled neutral implementation,$98848.32
Centizu,Research and Development,Accountant I,386 Rieder Way,Dallas,TX,75353,32.7673,-96.7776,Pre-emptive homogeneous challenge,$72180.10
Nlounge,Legal,Human Resources Manager,32 Debs Park,Houston,TX,77090,30.0167,-95.447,Quality-focused neutral project,$190511.83
Gabvine,Support,Sales Representative,9 Granby Park,Buffalo,NY,14210,42.8614,-78.8206,De-engineered full-range initiative,$171228.41
Yadel,Product Management,Web Developer III,11403 Mockingbird Pass,Phoenix,AZ,85025,33.4226,-111.7236,Upgradable systematic framework,$195666.02
Kamba,Legal,Social Worker,6464 Mesta Court,Washington,DC,20404,38.8992,-77.0089,Digitized tertiary process improvement,$101348.27
Babbleopia,Accounting,Computer Systems Analyst III,402 Prairie Rose Pass,Minneapolis,MN,55428,45.0632,-93.3811,Progressive bi-directional contingency,$91413.71
Buzzshare,Support,Graphic Designer,4 Spohn Junction,Virginia Beach,VA,23454,36.8282,-76.0237,Inverse fault-tolerant help-desk,$141113.44
